,address,rent,beds,baths,borough,hood,elevator,doorman,laundry,furnished,sqft,page
52604,E 80th St.,4621,2,2,Manhattan,Yorkville,True,True,False,False,,122
52606,Kent Avenue,6525,2,2,Brooklyn,Williamsburg,True,True,True,False,,122
52607,E 75th St.,3595,1,1,Manhattan,Upper East Side,True,True,False,False,,122
52621,East 72nd Street,8400,1,1,Manhattan,Upper East Side,True,True,False,False,,121
52624,Lincoln Center,7500,2,2,Manhattan,Lincoln Square,True,True,False,False,,121
52625,W 66th St.,3508,1,1,Manhattan,Lincoln Square,True,True,False,False,,121
52626,East 39th Street,3807,1,1,Manhattan,Murray Hill,False,False,True,True,850,121
52629,West 57th Street,5349,2,2,Manhattan,Hell's Kitchen,True,True,True,False,983,121
52637,East 83rd Street,2995,1,1,Manhattan,Upper East Side,True,False,False,False,,120
52638,Exchange Place Apt 1328,3695,2,1,Manhattan,Financial District,True,True,False,False,,120
52640,774 Grand Street Apt 4EE,3595,2,2,Brooklyn,East Williamsburg,True,False,False,False,,120
52642,West Street,5300,1,1,Manhattan,Financial District,True,True,True,False,,120
52645,East 38th Street,3650,2,1,Manhattan,Murray Hill,True,True,False,False,495,120
52646,W 43rd St.,3300,1,1,Manhattan,Hell's Kitchen,True,True,False,False,,120
52648,Murray St.,4495,2,1,Manhattan,Tribeca,True,True,False,False,,120
52649,Eighth Avenue,2900,1,1,Manhattan,Hell's Kitchen,True,True,False,False,,120
52652,323 West 21st St,4750,1,1,Manhattan,Chelsea,False,False,True,False,900,120
52662,W 37th Street,6470,2,2,Manhattan,Hell's Kitchen,True,True,True,False,,119
52663,West 37th Street,4723,2,2,Manhattan,Hell's Kitchen,False,True,False,False,1048,119
52666,East 26th Street,5500,4,2,Manhattan,NoMad,True,False,True,False,,119
52677,First ave,3900,3,1,Manhattan,East Village,True,False,False,False,,118
52681,Exchange Place,2666,Studio,1,Manhattan,Financial District,True,True,False,False,,118
52682,CENTRAL PARK WEST,6595,3,3,Manhattan,Central Park,True,True,True,False,1600,118
52684,E 7th street,4300,2,2,Manhattan,Greenwich Village,False,False,False,False,,118
52685,East 60's,8100,3,3,Manhattan,Upper East Side,True,True,True,False,,118
52686,Horatio St.,7146,1,2,Manhattan,West Village,True,True,False,False,,118
52687,W 56th,2600,1,1,Manhattan,Midtown East,False,False,False,False,,118
52690,East 38th Street,3200,1,1,Manhattan,Murray Hill,True,True,False,False,,118
52698,Dutch Street,4100,2,1,Manhattan,Financial District,True,True,True,False,,117
52701,West 93rd Street,3306,2,1,Manhattan,Upper West Side,True,True,True,False,,117
52705,98-30 67th Avenue Apt 4X,2600,2,1,Queens,Forest Hills,True,False,False,False,1200,117
52707,E 80th St,4200,3,1,Manhattan,Yorkville,True,False,False,False,,117
52708,212 E 47th St. Apt 34B,3600,1,1,Manhattan,Turtle Bay,True,True,False,False,710,117
52711,Front St,7196,3,2,Brooklyn,DUMBO,True,True,True,False,,117
52719,48 E 66th St Apt 3R,3300,1,1,Manhattan,Lenox Hill,False,False,False,False,,116
52722,247 N 7th Street Apt 2617,3586,1,1,Brooklyn,Williamsburg,True,False,False,False,,116
52724,Water St.,3685,3,1,Manhattan,Financial District,True,True,False,False,,116
52725,284 Mott Street Apt 2Q,3495,1,1,Manhattan,NoLita,True,False,False,False,,116
52730,Wall Street,5862,3,2,Manhattan,Financial District,True,True,True,False,991,116
52731,Murray Street,9286,3,3,Manhattan,Tribeca,True,True,True,False,,116
52733,45 West 67th St,6250,2,2,Manhattan,Lincoln Square,True,True,False,False,1060,116
52738,1200 Fifth Avenue Apt 30852,3250,Studio,1,Manhattan,Central Park,True,True,False,False,630,115
52744,W 13th St.,3550,1,1,Manhattan,West Village,True,False,False,False,,115
52745,58 Stagg Apt 3A,2700,1,1,Brooklyn,East Williamsburg,False,False,True,False,800,115
52747,E 39th St.,5991,2,2,Manhattan,Murray Hill,True,True,False,False,,115
52748,Central Park South,15000,3,2,Manhattan,Theater District,True,True,True,False,,115
52749,E 23rd St.,2680,1,1,Manhattan,NoMad,False,False,True,False,,115
52751,West 42nd Street,6200,2,2,Manhattan,Hell's Kitchen,True,True,False,False,,115
52752,E 70th St,4995,3,2,Manhattan,Upper East Side,False,False,False,False,,115
52755,East 14th Street,2675,1,1,Manhattan,East Village,False,False,False,False,,115
52757,162 Beach 5th St,2200,2,1,Queens,Far Rockaway,False,False,False,False,,114
52760,E 57th St.,2746,Studio,1,Manhattan,Sutton Place,True,True,False,False,,114
52761,West 37th Street,4655,3,2,Manhattan,Hell's Kitchen,True,True,False,False,,114
52763,River Ter,7100,2,2,Manhattan,Battery Park City,True,True,True,False,,114
52769,West 57th Street,5050,3,1,Manhattan,Hell's Kitchen,True,True,True,False,,114
52772,109 E 73rd St. Apt 4C,3600,1,1,Manhattan,Upper East Side,True,False,False,False,800,114
52773,E 72nd St,8750,4,3,Manhattan,Upper East Side,False,False,False,False,,114
52777,Madison Avenue,3995,3,1,Manhattan,NoMad,True,True,False,False,,113
52781,First Avenue,4295,3,1,Manhattan,East Village,True,False,False,False,1000,113
52782,90 South 1st Apt 1,5875,3,3,Brooklyn,Williamsburg,True,False,True,False,1500,113
52783,West 43rd Street,2520,Studio,1,Manhattan,Hell's Kitchen,True,True,False,False,,113
52786,222 East 12 Apt 3D,2500,Studio,1,Manhattan,East Village,False,False,True,False,300,113
52787,41 River Terrace Apt 1004,5900,3,2,Manhattan,Battery Park City,True,True,False,False,1175,113
52793,East 44th Street,3395,Studio,1,Manhattan,Turtle Bay,True,True,True,False,,113
52799,E 18 Street,2795,Studio,1,Manhattan,Gramercy Park,True,True,False,False,,112
52803,716 East 234th Street Apt 3C,2200,3,1,Bronx,Wakefield,False,False,False,False,,112
52806,624 west 139th street,3400,4,1,Manhattan,Hamilton Heights,False,False,False,False,,112
52809,Fort Washington Avenue,2175,Studio,1,Manhattan,Hudson Heights,True,False,False,False,,112
52810,10th Ave,4583,1,1,Manhattan,Hell's Kitchen,False,False,False,False,,112
52813,E 95th St.,3145,1,1,Manhattan,Upper East Side,True,True,False,False,,112
52817,E 35th St,3387,2,1,Manhattan,Murray Hill,False,False,True,False,,111
52820,Fifth Avenue,8500,1,1,Manhattan,Lenox Hill,True,True,False,False,,111
52823,East 47th Street,7595,3,2,Manhattan,Turtle Bay,False,True,False,False,1371,111
52827,Attorney St.,7107,4,2,Manhattan,Lower East Side,False,False,True,False,,111
52830,East 83rd Street,4000,3,2,Manhattan,Yorkville,False,False,False,False,,111
52832,Central Park W,18000,4,3,Manhattan,Lincoln Square,True,True,True,False,2200,111
52834,222 E 39th St Apt 22G,7600,3,2,Manhattan,Murray Hill,True,True,False,False,,111
52837,West 42nd Street,2550,Studio,1,Manhattan,Theater District,True,True,False,False,,110
52842,Pine Street,8000,3,3,Manhattan,Financial District,True,True,True,False,,110
52843,471 Chauncey Street Apt 2L,2500,3,1,Brooklyn,Ocean Hill,False,False,False,False,,110
52844,242 East 77 Street,2295,1,1,Manhattan,Upper East Side,True,False,False,False,,110
52845,W 45th St.,2695,1,1,Manhattan,Hell's Kitchen,True,True,False,False,,110
52846,Bleecker Street,3195,Studio,1,Manhattan,Greenwich Village,True,True,False,False,,110
52847,Wall Street,5954,3,2,Manhattan,Financial District,True,True,False,False,1157,110
52848,522 E 11th st,2495,1,1,Manhattan,Alphabet City,False,False,False,False,,110
52849,West 97th Street,5590,4,2,Manhattan,Manhattan Valley,True,True,True,False,,110
52851,E 24th,2795,Studio,1,Manhattan,Rose Hill,True,True,False,False,,110
52853,West 70th Street,4100,1,1,Manhattan,Lincoln Square,True,True,False,False,,110
52854,Rockwell Pl,2813,Studio,1,Brooklyn,Fort Greene,False,False,False,False,,110
52856,Leonard St,4900,1,1,Manhattan,Tribeca,False,False,False,False,,110
52861,E 87th St.,3495,1,1,Manhattan,Yorkville,True,True,False,False,,109
52872,East 22nd street,3500,1,1,Manhattan,Gramercy Park,True,False,False,False,950,109
52874,345 East 80th Street Apt 12G,3500,2,1,Manhattan,Yorkville,True,True,False,False,,109
52877,25-21 31st Ave. Apt B32,2095,1,1,Queens,Astoria,False,False,False,False,,108
52879,183 Covert Street Apt 3,2100,1,1,Brooklyn,Bushwick,False,False,False,False,,108
52880,498 Clinton Avenue Apt 2,4250,3,3,Brooklyn,Clinton Hill,False,False,False,False,,108
52881,Hoyt Street,3229,1,1,Brooklyn,Downtown Brooklyn,True,True,True,False,,108
52884,2621 Newkirk,1800,1,1,Brooklyn,Flatbush,False,False,False,False,,108
52885,West 72nd Street,4895,2,2,Manhattan,Lincoln Square,False,False,False,False,,108
52886,W 97th St.,7500,3,3,Manhattan,Manhattan Valley,True,True,True,False,,108
52887,Tenth Avenue,2700,Studio,1,Manhattan,Hell's Kitchen,False,True,False,False,,108
52888,227 E 60th St. Apt 3A,2975,1,1,Manhattan,Upper East Side,False,False,False,False,,108
52889,Rutgers Street,6304,3,2,Manhattan,Two Bridges,True,True,True,False,,108
52891,West 43rd Street,3900,1,1,Manhattan,Hell's Kitchen,True,True,True,False,,108
52892,Macdougal Street,2850,1,1,Manhattan,Greenwich Village,False,False,False,False,,108
52894,E 34th St.,4700,3,1,Manhattan,Murray Hill,True,True,False,False,,108
52895,41 River Ter,3462,Studio,1,Manhattan,Battery Park City,True,True,True,False,,108
52897,E 39th Street,3964,1,1,Manhattan,Murray Hill,True,True,True,False,,107
52898,206 Nassau Avenue Apt 4L,3750,3,2,Brooklyn,Greenpoint,False,False,False,False,,107
52902,West 63rd Street,9500,3,3,Manhattan,Lincoln Square,True,True,True,False,1729,107
52903,W 60th St.,7500,2,2,Manhattan,Lincoln Square,True,True,False,False,1500,107
52906,6th Ave.,4390,1,1,Manhattan,NoMad,True,True,False,False,664,107
52907,28-51 34th St Apt 1R,1995,1,1,Queens,Astoria,False,False,False,False,,107
52909,West 43rd Street,3700,1,1,Manhattan,Hell's Kitchen,True,True,True,False,,107
52910,48th and 8th Ave No Fee,4100,3,1,Manhattan,Theater District,True,True,False,False,,107
52911,East 46th Street,3395,1,1,Brooklyn,East Flatbush,True,True,False,False,,107
52912,E 30 Street,2750,Studio,1,Manhattan,Rose Hill,True,False,False,False,,107
52918,East 55th Street,6000,5,3,Manhattan,Sutton Place,False,False,True,False,,106
52919,West 37th Street,3309,1,1,Manhattan,Hell's Kitchen,False,True,False,False,748,106
52920,E 74th St,3025,1,1,Manhattan,Upper East Side,False,False,True,False,,106
52921,E 16 Union Square No fee.,3200,2,1,Manhattan,Gramercy Park,True,False,False,False,800,106
52927,Park Avenue,2600,1,1,Manhattan,Murray Hill,True,True,False,False,,106
52929,E 56th St.,2850,Studio,1,Manhattan,Midtown East,True,True,False,False,590,106
52932,Amsterdam Ave,4855,1,1,Manhattan,Lincoln Square,False,False,False,False,,106
52937,572 11th Ave Apt 8F,6755,2,2,Manhattan,Hell's Kitchen,True,False,False,False,,105
52938,E 64th Street,6500,3,2,Manhattan,Upper East Side,True,True,True,False,1800,105
52939,25-08 Hoyt avenue south long ...,2600,2,1,Queens,Astoria,False,False,False,False,1100,105
52941,85-42 67th Avenue Apt 1F,3095,3,1,Queens,Rego Park,False,False,True,False,,105
52942,213 Kent St,2200,1,1,Brooklyn,Greenpoint,False,False,False,False,,105
52943,East 72nd Street,3802,2,1,Manhattan,Upper East Side,True,True,False,False,,105
52949,Gold Street,4375,2,2,Manhattan,Financial District,True,True,False,False,,105
52950,East Houston Street,3900,1,1,Manhattan,Alphabet City,True,True,True,False,,105
52951,East 62nd Street,2225,Studio,1,Manhattan,Upper East Side,True,False,False,False,,105
52952,West 37th Street,2645,Studio,1,Manhattan,Hell's Kitchen,False,False,False,False,408,105
52954,54 Patchen Ave,4000,4,2,Brooklyn,Bedford-Stuyvesant,False,False,False,False,,105
52958,Wall Street,5902,2,2,Manhattan,Financial District,True,True,False,False,1079,104
52964,E 87th St.,7995,3,2,Manhattan,Yorkville,True,True,True,False,,104
52965,E 47 St.,5150,3,2,Manhattan,Turtle Bay,True,True,True,False,,104
52966,91 Allen Street Apt 13,4350,3,1,Manhattan,Bowery,False,False,False,False,,104
52967,No fee West 40s next to all tr...,4500,3,2,Manhattan,Hell's Kitchen,True,True,False,False,,104
52969,120 Wyckoff Ave Apt 2F,1750,1,1,Brooklyn,Bushwick,False,False,False,False,,104
52970,945 5th Ave Apt 11F,5750,1,1,Manhattan,Upper East Side,False,False,False,False,,104
52972,134 Franklin St,2995,2,1,Brooklyn,Greenpoint,False,False,False,False,,104
52981,37 W 89th Apt 3A,5000,3,2,Manhattan,Upper West Side,False,False,True,False,1300,103
52982,Center Blvd,3832,2,2,Manhattan,Hunters Point,True,True,False,False,,103
52983,Fulton,3760,1,1,Manhattan,Financial District,True,True,True,False,750,103
52984,Bennett Avenue,1800,1,1,Manhattan,Hudson Heights,True,False,True,False,,103
52986,250 West 78,2050,1,1,Manhattan,Upper West Side,False,False,False,False,,103
52988,20 Broad St Apt 801,2770,Studio,1,Manhattan,Financial District,False,False,False,False,,103
52991,101 West End Avenue Apt 6U,3195,Studio,1,Manhattan,Lincoln Square,True,True,False,False,,103
52992,West 74th Street,10000,3,3,Manhattan,Upper West Side,True,True,True,False,,103
52993,11th Ave,6755,2,2,Manhattan,Hell's Kitchen,True,False,False,False,,103
52994,E 16th St.,7900,3,2,Manhattan,Gramercy Park,True,True,True,False,,103
52995,Park Avenue,3025,1,1,Manhattan,Murray Hill,True,False,False,False,,103
52996,468 East 141st St,2250,3,1,Bronx,Mott Haven,False,False,False,False,850,103
52998,East 36th Street,3495,2,1,Manhattan,Murray Hill,True,False,False,False,,102
52999,Lexington Avenue,8900,3,3,Manhattan,Lenox Hill,False,False,False,False,,102
53000,Perry St,3575,1,1,Manhattan,West Village,False,False,True,False,,102
53002,East 19th street,4295,3,1,Manhattan,Gramercy Park,True,False,False,False,960,102
53005,515 9th Ave Apt 11B,3700,2,1,Manhattan,Hell's Kitchen,True,True,True,False,,102
53006,33 East 22nd Street Apt 5B,3275,1,1,Manhattan,Flatiron District,True,False,False,False,750,102
53017,Next to ACE. Wall Up. No fee...,3300,2,1,Manhattan,Hell's Kitchen,True,True,False,False,,101
53018,300 Mott St Apt 2 Apt 6,16000,Studio,1,Manhattan,NoHo,False,False,False,False,3500,101
53020,Wall St,3145,1,1,Manhattan,Financial District,False,True,False,False,,101
53024,545 85th St,1625,Studio,1,Brooklyn,Bay Ridge,False,False,False,False,,101
53027,Central Park W,5300,2,1,Manhattan,Lincoln Square,True,True,False,False,1200,101
53028,Second Avenue,2385,Studio,1,Manhattan,Rose Hill,True,False,False,False,,101
53031,William St.,6700,4,2,Manhattan,Financial District,True,True,True,False,,101
53034,1st Avenue,3999,1,1,Manhattan,Murray Hill,True,True,True,False,,101
53038,NEW 214 E 49 next to EM6 and...,2300,1,1,Manhattan,Turtle Bay,False,False,False,False,,100
53041,Fifth Avenue,4425,2,1,Manhattan,East Harlem,True,True,False,False,900,100
53042,East 34th Street,4195,2,1,Manhattan,Kips Bay,True,True,False,False,,100
53043,W 31st,7000,4,2,Manhattan,Chelsea,True,True,False,False,,100
53046,345 East 80th Street Apt 3D,3000,1,1,Manhattan,Yorkville,True,True,False,False,650,100
53047,Midtown Manhattan,4200,2,1,Manhattan,Koreatown,True,True,True,False,,100
53049,291 Stockholm St. Apt 1B,2954,1,1,Brooklyn,Bushwick,False,False,False,False,,100
53051,Clinton Street,2500,Studio,1,Manhattan,Lower East Side,False,False,False,False,,100
53052,204 So Oxford Street,2700,2,1,Brooklyn,Fort Greene,False,False,False,False,,100
53059,2821 Astoria Blvd,2900,2,1,Queens,Astoria,True,False,False,False,850,99
53062,Gold Street,4469,3,1,Manhattan,Financial District,False,False,False,False,,99
53064,20 Broad St Apt 800,3565,1,1,Manhattan,Financial District,False,False,False,False,,99
53065,West 55th Street,3000,1,1,Manhattan,Theater District,True,True,False,False,,99
53071,West 37th Street,4795,3,2,Manhattan,Hell's Kitchen,True,True,False,False,,99
53074,East 87 Street,3000,2,1,Manhattan,Yorkville,False,False,False,False,,99
53077,West 15th Street,5500,1,1,Manhattan,Chelsea,True,True,True,False,1000,98
53083,E14 street,3550,2,1,Manhattan,East Village,True,False,False,False,800,98
53086,345 East 80th Street Apt 32C,20000,3,4,Manhattan,Yorkville,True,True,True,True,2700,98
53089,10 Th Ave.,5000,3,2,Manhattan,Hell's Kitchen,True,True,True,False,,98
53090,45 Hoyt Street,3423,1,1,Brooklyn,Downtown Brooklyn,True,True,True,False,,98
53093,W 96th Street,4949,3,2,Manhattan,Upper West Side,True,True,False,False,,98
53094,W 87 St.,6000,3,1,Manhattan,Upper West Side,True,True,False,False,,98
53098,Tenth Avenue,1950,Studio,1,Manhattan,Hell's Kitchen,False,False,False,False,,97
53099,863 Riverside Drive Apt GARDE...,2100,1,1,Manhattan,Washington Heights,False,False,False,False,,97
53100,East 86th Street,2750,Studio,1,Manhattan,Upper East Side,True,True,False,False,,97
53101,54th Street,2100,2,1,Brooklyn,Sunset Park,False,False,False,False,,97
53102,W 91st St.,3796,1,1,Manhattan,Upper West Side,True,True,False,False,,97
53104,54 Patchen Ave Apt 3,950,Share,2,Brooklyn,Bedford-Stuyvesant,False,False,False,False,,97
53108,East 5th Street,2663,1,1,Manhattan,Alphabet City,False,False,True,False,,97
53111,45 Hoyt Street,2713,Studio,1,Brooklyn,Downtown Brooklyn,True,True,True,False,,97
53112,W 25th,4250,1,1,Manhattan,Chelsea,True,True,False,False,,97
53114,East 29th Street,2425,Studio,1,Manhattan,Kips Bay,True,True,False,False,,97
53117,East 29th Street,3790,1,1,Manhattan,Rose Hill,True,True,False,False,591,96
53118,340 West 57th St,7000,1,1,Manhattan,Hell's Kitchen,True,True,True,False,1290,96
53120,E 51st St.,5896,3,2,Manhattan,Turtle Bay,True,True,False,False,,96
53121,25-40 41st street,3000,3,1,Manhattan,Civic Center,False,False,False,False,1200,96
53122,East 34th Street,6255,3,1,Manhattan,Murray Hill,True,True,True,False,,96
53123,E 96th St.,2815,Studio,1,Manhattan,East Harlem,True,True,False,False,,96
53127,Sixth Avenue,2895,1,1,Manhattan,SoHo,True,False,False,False,,96
53130,229 Chrystie Street Apt 1220,7375,2,2,Manhattan,Bowery,True,True,True,False,,96
53131,E 65th St.,3571,1,1,Manhattan,Upper East Side,True,True,False,False,,96
53132,355 South End Avenue Apt 4E,3625,1,1,Manhattan,Battery Park City,False,False,False,False,785,96
53139,E 55th St.,3000,1,1,Manhattan,Sutton Place,False,False,True,False,,95
53140,West 80th Street,2610,1,1,Manhattan,Upper West Side,False,False,False,False,,95
53141,327 W 57th Street Apt 4R,2700,1,1,Manhattan,Hell's Kitchen,False,False,False,False,,95
53142,W 73rd St.,3275,1,1,Manhattan,Upper West Side,True,False,False,False,,95
53143,West 42nd Street,3350,2,1,Manhattan,Hell's Kitchen,True,True,False,False,,95
53144,West 54th Street,4478,2,2,Manhattan,Hell's Kitchen,True,True,True,False,,95
